,hour,dhi,dni,windspeed,humidity,temp,pv
2006,14,222.5,15.5,5.25,62.5,3.0,1.0979839654999999
2007,15,257.5,151.5,4.2,61.515,3.0,1.59066907825
2008,16,84.0,799.5,2.9,62.004999999999995,2.5,1.83467417875
2009,17,53.5,584.5,1.4,65.765,1.5,0.8000385874999999
2010,18,9.0,114.5,0.6499999999999999,69.55,0.0,0.0680397112
2011,19,0.0,0.0,0.8500000000000001,70.48,-1.0,0.0
2012,20,0.0,0.0,1.15,72.96,-2.0,0.0
2013,21,0.0,0.0,1.45,75.255,-2.0,0.0
2014,22,0.0,0.0,1.65,77.50999999999999,-3.0,0.0
2015,23,0.0,0.0,1.9,74.39500000000001,-3.0,0.0
2016,0,0.0,0.0,2.05,71.485,-3.0,0.0
2017,1,0.0,0.0,2.2,69.17,-3.0,0.0
2018,2,0.0,0.0,2.1500000000000004,67.845,-3.0,0.0
2019,3,0.0,0.0,2.1,67.67,-3.0,0.0
2020,4,0.0,0.0,2.2,68.695,-3.0,0.0
2021,5,0.0,0.0,2.35,67.015,-2.5,0.0
2022,6,19.0,87.5,3.15,59.67999999999999,-0.5,0.1313870285
2023,7,82.0,368.5,3.9,52.72,3.0,0.83521614825
2024,8,112.5,691.0,3.9,42.61,6.5,1.9049757459999999
2025,9,192.0,583.5,3.95,39.004999999999995,8.0,2.5125559995
2026,10,215.5,686.5,4.25,37.495000000000005,9.5,3.2819859129999998
2027,11,276.5,632.5,4.55,37.35,11.0,3.60097692975
2028,12,188.0,835.0,4.85,36.879999999999995,12.0,3.9880087924999996
2029,13,187.5,821.0,5.05,35.925,12.0,3.8073754532500006
2030,14,160.0,783.5,5.15,38.115,12.0,3.2373247844999993
2031,15,130.0,723.0,4.85,41.465,11.5,2.47257790525
2032,16,101.5,591.0,3.9000000000000004,45.68,10.0,1.55066324
2033,17,66.5,227.5,2.2,60.685,7.5,0.55834742785
2034,18,7.5,0.0,1.6,73.63,5.5,0.035190633475
2035,19,0.0,0.0,1.7,77.97999999999999,4.5,0.0
2036,20,0.0,0.0,1.65,82.355,3.5,0.0
2037,21,0.0,0.0,1.6,82.69,3.0,0.0
2038,22,0.0,0.0,1.7,83.61500000000001,2.5,0.0
2039,23,0.0,0.0,1.8,83.935,1.5,0.0
2040,0,0.0,0.0,1.95,81.84,1.0,0.0
2041,1,0.0,0.0,2.1,81.02000000000001,1.0,0.0
2042,2,0.0,0.0,2.05,81.035,1.0,0.0
2043,3,0.0,0.0,1.95,81.1,1.0,0.0
2044,4,0.0,0.0,1.75,81.015,1.0,0.0
2045,5,0.0,0.0,1.7,80.65,1.5,0.0
2046,6,19.0,118.0,2.1,74.515,4.0,0.150148353
2047,7,77.5,432.5,2.8,60.834999999999994,8.0,0.893820096
2048,8,121.0,591.0,2.25,48.745000000000005,11.5,1.8251082297499999
2049,9,205.5,547.5,2.25,42.58,13.5,2.47017877275
2050,10,218.0,679.0,2.65,38.92,15.0,3.2935174812500003
2051,11,118.0,919.0,3.25,37.15,16.0,3.9127683582499997
2052,12,226.0,723.0,3.9,35.285,17.0,3.76025104075
2053,13,86.0,979.0,4.35,33.355000000000004,17.0,3.9103795912500003
2054,14,81.5,955.0,4.45,34.595,17.0,3.4248075607499997
2055,15,76.0,900.5,4.25,36.870000000000005,16.5,2.69059875775
2056,16,64.5,807.0,3.3499999999999996,41.175,15.0,1.77812142875
2057,17,44.5,606.0,1.6,58.465,12.0,0.79525321525
2058,18,9.0,131.5,1.1,72.51,8.5,0.07507087609999999
2059,19,0.0,0.0,1.2999999999999998,74.825,7.5,0.0
2060,20,0.0,0.0,1.7000000000000002,74.16,6.5,0.0
2061,21,0.0,0.0,2.1,73.48,6.0,0.0
2062,22,0.0,0.0,2.45,73.17500000000001,6.0,0.0
2063,23,0.0,0.0,2.7,70.83,6.0,0.0
2064,0,0.0,0.0,2.8,69.41499999999999,6.0,0.0
2065,1,0.0,0.0,2.75,68.74000000000001,5.5,0.0
2066,2,0.0,0.0,2.5,70.68,5.0,0.0
2067,3,0.0,0.0,2.25,72.205,4.5,0.0
2068,4,0.0,0.0,2.05,73.78999999999999,4.0,0.0
2069,5,0.0,0.0,1.85,72.72,4.5,0.0
2070,6,15.5,239.5,1.9500000000000002,61.985,7.5,0.20175297952500001
2071,7,50.0,719.5,2.55,48.480000000000004,13.0,1.13070257425
2072,8,67.0,869.5,2.75,35.495000000000005,16.5,2.12526765975
2073,9,78.0,940.0,2.8499999999999996,30.060000000000002,18.0,3.002538008
2074,10,87.0,974.5,2.8,27.095,19.0,3.668685802
2075,11,92.0,991.5,2.8499999999999996,24.634999999999998,20.0,4.07210265
2076,12,96.0,990.0,3.1,22.605,21.0,4.16822976225
2077,13,97.0,973.5,3.65,22.365000000000002,21.0,3.9571207705000004
2078,14,92.5,942.0,4.199999999999999,23.265,20.5,3.45516862725
2079,15,86.5,882.0,4.6,25.265,19.5,2.7045841727499997
2080,16,73.0,778.0,4.25,29.025,18.0,1.7804085020000002
2081,17,50.5,567.5,2.7,42.59,14.0,0.7952357335
2082,18,10.0,109.0,2.3,56.455,10.5,0.07506922590000001
2083,19,0.0,0.0,2.8,56.27,9.5,0.0
2084,20,0.0,0.0,3.65,56.55,9.0,0.0
2085,21,0.0,0.0,4.2,57.81,8.5,0.0
2086,22,0.0,0.0,4.0,59.635,7.5,0.0
2087,23,0.0,0.0,3.2,63.49,6.5,0.0
2088,0,0.0,0.0,2.2,70.94,5.5,0.0
2089,1,0.0,0.0,1.65,72.16499999999999,3.5,0.0
2090,2,0.0,0.0,1.45,78.52000000000001,2.5,0.0
2091,3,0.0,0.0,1.35,76.92,1.5,0.0
2092,4,0.0,0.0,1.25,73.06,0.5,0.0
2093,5,0.0,0.0,1.05,69.915,0.5,0.0
2094,6,21.0,341.5,1.2,69.84,3.0,0.25337885237499996
2095,7,48.5,764.0,2.4000000000000004,50.155,6.5,1.1941275025
2096,8,62.5,911.5,3.3,35.64,9.5,2.216923273
2097,9,71.0,983.0,3.2,28.965,11.5,3.11535464525
2098,10,76.0,1022.0,2.95,24.72,13.0,3.79795015825
2099,11,83.5,1031.5,2.8,22.095,14.5,4.1966771135
2100,12,83.5,1035.0,2.75,20.72,16.0,4.2974769977500005
2101,13,82.0,1024.0,2.5,20.735,16.0,4.086356403250001
2102,14,77.5,998.0,2.0,19.384999999999998,16.5,3.57964642525
2103,15,72.0,947.0,1.2,19.93,16.0,2.81963283375
2104,16,62.5,851.0,0.6499999999999999,22.505,15.0,1.87429956825
2105,17,45.0,649.0,0.75,38.39,12.0,0.8585921009999999
2106,18,10.0,150.5,1.5,44.150000000000006,8.5,0.089146665375
2107,19,0.0,0.0,2.25,53.35,6.5,0.0
2108,20,0.0,0.0,2.8,58.165,5.0,0.0
2109,21,0.0,0.0,2.75,59.035,5.0,0.0
2110,22,0.0,0.0,2.55,59.225,4.5,0.0
2111,23,0.0,0.0,2.4,58.629999999999995,4.0,0.0
2112,0,0.0,0.0,2.4,55.864999999999995,4.0,0.0
2113,1,0.0,0.0,2.45,53.66,3.5,0.0
2114,2,0.0,0.0,2.3499999999999996,54.519999999999996,3.0,0.0
2115,3,0.0,0.0,2.1500000000000004,56.19,2.5,0.0
2116,4,0.0,0.0,1.95,58.25,2.0,0.0
2117,5,0.0,0.0,1.7999999999999998,58.2,2.5,0.0
2118,6,26.0,216.5,1.75,50.8,6.5,0.24867617052500002
2119,7,60.0,622.5,2.15,34.980000000000004,11.5,1.0720754465
2120,8,157.5,484.0,1.9,23.595,14.5,1.74294631725
2121,9,202.0,582.5,2.3,20.55,16.5,2.6038056635
2122,10,172.5,787.5,2.3,19.2,18.0,3.50452483125
2123,11,89.5,1009.0,2.3,18.2,19.0,4.165975693
2124,12,91.0,1009.5,2.4,17.36,20.0,4.25741146875
2125,13,90.5,995.5,2.55,17.59,20.0,4.041608793749999
2126,14,85.5,969.0,2.8499999999999996,18.340000000000003,19.5,3.53965159675
2127,15,79.0,916.5,2.95,19.265,18.5,2.7890598195000003
2128,16,76.0,745.5,2.4,21.99,17.0,1.771044058
2129,17,67.5,417.0,1.1,42.07,13.0,0.699065819
2130,18,10.5,148.0,0.75,53.21,9.5,0.09149162465
2131,19,0.0,0.0,0.6,49.86,9.0,0.0
2132,20,0.0,0.0,0.8,48.41,8.5,0.0
2133,21,0.0,0.0,1.2,50.91,6.5,0.0
2134,22,0.0,0.0,1.4,53.695,6.0,0.0
2135,23,0.0,0.0,1.5,56.125,5.5,0.0
2136,0,0.0,0.0,1.6,56.585,4.5,0.0
2137,1,0.0,0.0,1.6,57.375,4.0,0.0
2138,2,0.0,0.0,1.6,57.945,4.0,0.0
2139,3,0.0,0.0,1.55,56.435,4.0,0.0
2140,4,0.0,0.0,1.45,54.825,4.0,0.0
2141,5,0.0,0.0,1.2999999999999998,47.65,4.5,0.0
2142,6,25.0,306.0,1.2999999999999998,48.010000000000005,8.0,0.26978683765
2143,7,58.5,699.5,1.6,35.49,13.0,1.1940408155
2144,8,76.5,849.0,1.6,23.765,16.5,2.19094926175
2145,9,90.0,921.0,1.7,20.73,18.0,3.0682185267500004
2146,10,99.0,958.0,1.8,18.805,19.0,3.7320198915
2147,11,102.5,978.5,1.8,17.665,20.0,4.13074468125
2148,12,291.5,633.0,1.95,17.705,21.0,3.78119661075
2149,13,107.0,960.0,2.1,16.645,21.0,4.00637953525
2150,14,101.5,930.0,2.0,17.104999999999997,21.0,3.5067549212499998
2151,15,95.0,869.5,1.65,18.0,20.5,2.7514678105000003
2152,16,148.0,293.0,0.95,20.985,18.0,1.2901479965
2153,17,56.5,461.5,0.2,43.3,15.0,0.75300230625
2154,18,12.0,70.0,0.30000000000000004,46.980000000000004,12.5,0.07741343745
2155,19,0.0,0.0,0.85,52.275000000000006,10.5,0.0
2156,20,0.0,0.0,1.4,58.195,8.5,0.0
2157,21,0.0,0.0,1.9,57.82,8.0,0.0
2158,22,0.0,0.0,2.3499999999999996,56.56,7.5,0.0
2159,23,0.0,0.0,2.6500000000000004,55.015,7.0,0.0
2160,0,0.0,0.0,2.95,54.665,7.0,0.0
2161,1,0.0,0.0,3.05,54.42,7.0,0.0
2162,2,0.0,0.0,2.8499999999999996,54.125,6.5,0.0
2163,3,0.0,0.0,2.75,57.120000000000005,6.0,0.0
2164,4,0.0,0.0,2.6500000000000004,59.81,6.0,0.0
2165,5,0.0,0.0,2.5,57.835,6.5,0.0
2166,6,33.0,173.0,2.75,51.21,9.0,0.265092045825
2167,7,78.0,589.5,3.7,37.435,13.0,1.15885296675
2168,8,105.0,753.5,3.9,27.21,16.0,2.1370095769999997
2169,9,194.0,628.0,3.6,24.585,17.0,2.69996815225
2170,10,224.5,702.0,3.4,23.57,18.0,3.455264442
2171,11,257.0,124.0,3.4,22.475,18.5,1.6654546759
2172,12,382.0,405.0,3.5,23.82,18.0,3.3450149994999996
2173,13,403.5,244.5,3.6500000000000004,26.415,17.5,2.7937819942499997
2174,14,208.0,154.0,3.9,29.200000000000003,16.5,1.46142119815
2175,15,264.5,225.0,3.95,31.985,14.5,1.8578899329999998
2176,16,79.0,122.0,3.45,37.43,13.5,0.5770817561
2177,17,69.0,0.0,2.05,47.775000000000006,11.0,0.323735005325
2178,18,7.5,0.0,0.7,62.4,8.5,0.035189473175
2179,19,0.0,0.0,0.4,68.62,6.5,0.0
2180,20,0.0,0.0,0.5,69.125,5.5,0.0
2181,21,0.0,0.0,0.6,71.815,3.5,0.0
2182,22,0.0,0.0,0.95,77.71000000000001,3.0,0.0
2183,23,0.0,0.0,1.9500000000000002,86.475,2.5,0.0
2184,0,0.0,0.0,2.9,91.29,1.5,0.0
2185,1,0.0,0.0,3.2,91.775,1.0,0.0
2186,2,0.0,0.0,2.8,86.91,1.0,0.0
2187,3,0.0,0.0,2.15,81.75,0.5,0.0
2188,4,0.0,0.0,1.7,79.35,0.0,0.0
2189,5,0.0,0.0,2.05,79.49000000000001,0.0,0.0
2190,6,2.0,0.0,3.3,82.325,1.5,0.009384581474999997
2191,7,15.0,0.0,4.85,77.85,3.5,0.07038304605
2192,8,146.0,8.5,5.8,63.129999999999995,6.5,0.706153761
2193,9,111.0,5.5,5.699999999999999,51.730000000000004,8.5,0.5395726440499999
2194,10,260.0,46.0,5.45,39.025,10.5,1.37471566775
2195,11,194.5,16.5,5.35,32.72,12.0,0.975889210325
2196,12,169.0,9.0,5.25,29.31,13.0,0.8280891943500001
2197,13,65.0,0.0,5.4,30.945,12.5,0.304963624925
2198,14,140.5,6.5,5.65,39.17,10.0,0.6803186757249999
2199,15,59.0,0.0,6.6,50.815,7.0,0.276829889175
2200,16,63.5,0.0,7.0,63.09,4.0,0.29795228817499997
2201,17,87.0,173.5,5.8,70.2,1.5,0.55369363325
2202,18,16.5,53.5,4.800000000000001,73.545,0.0,0.0938478775
2203,19,0.0,0.0,4.4,76.65,-1.0,0.0
2204,20,0.0,0.0,3.9499999999999997,79.15,-1.0,0.0
2205,21,0.0,0.0,3.35,76.755,-2.0,0.0
2206,22,0.0,0.0,2.8,80.245,-2.0,0.0
2207,23,0.0,0.0,2.15,78.66499999999999,-2.0,0.0
2208,0,0.0,0.0,1.7999999999999998,77.61,-2.0,0.0
2209,1,0.0,0.0,1.4,76.485,-3.0,0.0
2210,2,0.0,0.0,1.05,80.685,-3.0,0.0
2211,3,0.0,0.0,0.95,77.9,-3.0,0.0
2212,4,0.0,0.0,0.9,75.065,-3.0,0.0
2213,5,0.0,0.0,1.1,69.34,-3.0,0.0
2214,6,35.0,62.0,1.65,59.64,-2.0,0.20646847620000003
2215,7,96.5,387.0,2.3,47.805,0.0,1.00182609225
2216,8,105.0,859.0,2.7,40.36,1.0,2.404825432
2217,9,124.5,938.0,2.75,36.44,2.5,3.3432376315
2218,10,139.5,978.0,2.6500000000000004,32.565,4.5,4.0516809415
2219,11,235.0,789.5,2.6,29.384999999999998,6.0,4.103227862500001
2220,12,154.5,993.5,2.6,27.895,7.0,4.565348005500001
2221,13,151.0,978.5,2.6500000000000004,26.475,8.0,4.330698762999999
2222,14,138.5,951.5,2.8499999999999996,26.71,8.0,3.79112091075
2223,15,121.0,898.0,3.05,27.855,7.5,2.9911532817500004
2224,16,97.0,800.5,3.25,30.34,6.5,2.0058536279999997
2225,17,57.5,597.0,2.85,39.01,4.0,0.9126277294999999
2226,18,13.5,136.0,1.7999999999999998,55.945,0.5,0.11261621534999999
2227,19,0.0,0.0,1.5,61.81,0.0,0.0
2228,20,0.0,0.0,1.55,59.42,-1.0,0.0
2229,21,0.0,0.0,1.85,61.385000000000005,-1.0,0.0
2230,22,0.0,0.0,2.1,64.09,-2.0,0.0
2231,23,0.0,0.0,2.2,61.9,-3.0,0.0
2232,0,0.0,0.0,2.3,64.125,-3.0,0.0
2233,1,0.0,0.0,2.3,61.655,-3.0,0.0
2234,2,0.0,0.0,2.4,59.44,-3.0,0.0
2235,3,0.0,0.0,2.5,56.915,-3.0,0.0
2236,4,0.0,0.0,2.6,53.864999999999995,-3.0,0.0
2237,5,0.0,0.0,2.75,46.985,-3.0,0.0
2238,6,32.0,396.0,3.25,38.95,0.0,0.373042915075
2239,7,63.5,763.5,2.45,32.925,4.0,1.3748080274999999
2240,8,81.5,901.0,0.55,20.89,8.5,2.40697185175
2241,9,93.0,966.5,0.65,17.795,10.5,3.2960252175
2242,10,100.5,1000.0,1.25,16.265,12.5,3.96218152
2243,11,103.5,1016.5,1.45,15.475000000000001,14.0,4.3538715347500005
2244,12,106.0,1014.5,1.25,15.024999999999999,15.0,4.435927035000001
2245,13,106.5,996.0,0.6000000000000001,14.645,16.0,4.2036456225
2246,14,103.0,963.0,0.25,15.32,15.5,3.6782092320000004
2247,15,96.0,903.5,0.9,16.27,14.5,2.9064735775000003
2248,16,80.5,809.5,1.15,20.045,13.0,1.9587917945000002
2249,17,87.0,161.0,0.95,37.584999999999994,9.5,0.5911769610500001
2250,18,13.5,25.5,0.75,50.58,5.5,0.072727309175
2251,19,0.0,0.0,0.55,51.870000000000005,3.5,0.0
2252,20,0.0,0.0,0.55,54.1,3.0,0.0
2253,21,0.0,0.0,1.2000000000000002,53.894999999999996,2.5,0.0
2254,22,0.0,0.0,1.5,54.605000000000004,2.0,0.0
2255,23,0.0,0.0,1.6,55.35,2.0,0.0
2256,0,0.0,0.0,1.7,54.555,1.5,0.0
2257,1,0.0,0.0,1.75,54.105000000000004,1.0,0.0
2258,2,0.0,0.0,1.7,53.56,0.5,0.0
2259,3,0.0,0.0,1.7,52.885000000000005,0.0,0.0
2260,4,0.0,0.0,1.7,55.61,0.0,0.0
2261,5,0.0,0.0,1.7,52.305,0.5,0.0
2262,6,32.0,374.5,2.05,50.775,4.5,0.370677302625
2263,7,63.5,722.5,3.25,33.575,10.0,1.3348364822499998
2264,8,82.0,860.5,3.45,23.645,13.5,2.338809974
2265,9,94.5,930.5,3.75,19.705,15.0,3.218451556
2266,10,102.5,969.0,4.05,17.67,16.5,3.8845968485
2267,11,105.0,992.5,4.2,16.585,18.0,4.290345325500001
2268,12,106.0,996.5,4.15,15.63,18.0,4.38417463825
2269,13,103.5,986.5,4.0,15.65,19.0,4.1683214
2270,14,94.5,968.0,3.7,16.065,18.5,3.6733965282499996
2271,15,87.5,917.5,3.4,16.97,17.5,2.91341498675
2272,16,76.0,822.0,2.75,19.18,16.0,1.972801911
2273,17,57.0,617.5,1.4,38.965,12.5,0.9477291745
2274,18,15.0,140.0,1.2,48.4,8.5,0.12433613854999999
2275,19,0.0,0.0,1.2,49.644999999999996,6.5,0.0
2276,20,0.0,0.0,1.4,49.03,6.0,0.0
2277,21,0.0,0.0,1.7999999999999998,48.864999999999995,5.5,0.0
2278,22,0.0,0.0,2.1500000000000004,48.11,4.5,0.0
2279,23,0.0,0.0,2.3499999999999996,47.18,4.0,0.0
2280,0,0.0,0.0,2.5,46.92,4.0,0.0
2281,1,0.0,0.0,2.6,46.754999999999995,3.5,0.0
2282,2,0.0,0.0,2.7,50.175,3.0,0.0
2283,3,0.0,0.0,2.8,54.04,3.0,0.0
2284,4,0.0,0.0,2.75,55.31,3.0,0.0
2285,5,0.0,0.0,2.7,53.55,3.5,0.0
2286,6,35.0,388.5,3.05,46.495000000000005,6.0,0.3988248071
2287,7,66.5,737.5,3.8499999999999996,35.614999999999995,11.0,1.38877779125
2288,8,84.5,878.0,3.5999999999999996,22.775,14.5,2.4068131227499996
2289,9,95.0,949.0,2.85,16.84,16.5,3.2934620965
2290,10,101.5,985.0,1.9500000000000002,14.64,18.0,3.95255979975
2291,11,103.5,1004.0,1.5,13.9,19.0,4.34424942775
2292,12,148.0,933.5,1.7000000000000002,13.42,20.0,4.35123871875
2293,13,153.0,902.0,2.25,13.7,20.0,4.095559462500001
2294,14,103.0,953.5,2.95,13.88,19.5,3.67570183125
2295,15,95.0,898.0,3.55,14.505,18.5,2.91338296275
2296,16,80.5,805.0,3.3499999999999996,17.5,17.0,1.9727802262499998
2297,17,58.0,616.0,1.9,33.585,13.5,0.9594480405000001
2298,18,15.0,149.5,1.3,45.53,9.5,0.12902665015
2299,19,0.0,0.0,1.35,48.785,7.5,0.0
2300,20,0.0,0.0,1.65,53.504999999999995,6.0,0.0
2301,21,0.0,0.0,2.1500000000000004,52.97,5.5,0.0
2302,22,0.0,0.0,2.45,52.485,4.5,0.0
2303,23,0.0,0.0,2.6500000000000004,51.81999999999999,4.0,0.0
2304,0,0.0,0.0,2.8,51.33,4.0,0.0
2305,1,0.0,0.0,2.75,51.985,3.5,0.0
2306,2,0.0,0.0,2.2,56.38,2.5,0.0
2307,3,0.0,0.0,1.5499999999999998,60.11,1.5,0.0
2308,4,0.0,0.0,1.1,61.295,1.0,0.0
2309,5,0.0,0.0,0.65,62.614999999999995,1.5,0.0
2310,6,41.5,123.5,0.3,63.59,4.0,0.281529554225
2311,7,117.5,277.0,0.4,45.519999999999996,7.5,0.9806280162500001
2312,8,214.0,258.0,0.9500000000000001,33.120000000000005,10.5,1.6210330845
2313,9,242.0,509.5,1.5,25.98,12.5,2.6625674632500003
2314,10,354.5,363.5,2.0999999999999996,20.98,14.0,2.9440241252500003
2315,11,251.5,691.5,2.85,18.12,15.5,3.863525425
2316,12,128.0,961.5,3.45,16.7,17.0,4.38422282925
2317,13,123.5,951.5,3.7,16.785,17.0,4.1613757620000005
2318,14,115.0,926.5,3.6,16.37,17.0,3.652346145
2319,15,132.5,754.5,3.0999999999999996,17.585,16.5,2.70467318025
2320,16,94.5,696.0,2.2,19.14,15.0,1.8015810259999998
2321,17,58.5,460.5,1.1,33.815,11.5,0.8398268575
2322,18,16.5,126.5,1.65,48.96,7.5,0.12902948645
2323,19,0.0,0.0,2.5,57.57,5.5,0.0
2324,20,0.0,0.0,2.8499999999999996,62.73,4.5,0.0
2325,21,0.0,0.0,2.4000000000000004,63.765,3.5,0.0
2326,22,0.0,0.0,1.4,64.385,3.0,0.0
2327,23,0.0,0.0,0.8,67.575,2.5,0.0
2328,0,0.0,0.0,0.95,68.6,2.0,0.0
2329,1,0.0,0.0,1.2,67.275,1.5,0.0
2330,2,0.0,0.0,1.4,66.00999999999999,1.0,0.0
2331,3,0.0,0.0,1.2999999999999998,65.09,1.0,0.0
2332,4,0.0,0.0,1.15,64.47,1.0,0.0
2333,5,0.0,0.0,0.9,64.66499999999999,1.5,0.0
2334,6,44.0,95.5,0.7,64.015,4.0,0.27214533375
2335,7,128.0,230.0,1.2,46.05,7.5,0.93840059675
2336,8,95.5,788.0,2.05,31.630000000000003,10.5,2.301351786
2337,9,103.5,914.0,3.2,24.59,13.5,3.26776637575
2338,10,113.0,950.5,4.35,20.515,15.5,3.92217232975
2339,11,262.0,694.5,5.6,18.384999999999998,17.0,3.9127253499999997
2340,12,427.5,116.5,6.85,17.295,18.0,2.4677109254999996
2341,13,296.0,27.0,7.75,18.064999999999998,17.5,1.4895499315
2342,14,321.0,140.5,7.85,19.705,16.5,1.9657591172500002
2343,15,244.5,81.0,7.1,22.705,14.5,1.362924554
2344,16,156.5,23.0,5.949999999999999,29.22,12.0,0.7788342975
2345,17,12.0,0.0,4.6,38.269999999999996,9.0,0.0563033118
2346,18,3.0,0.0,2.9000000000000004,56.985,5.5,0.014076253399999999
2347,19,0.0,0.0,2.25,70.25,3.5,0.0
2348,20,0.0,0.0,2.05,77.53,2.0,0.0
2349,21,0.0,0.0,1.75,79.91,1.5,0.0
2350,22,0.0,0.0,1.2000000000000002,77.725,0.5,0.0
2351,23,0.0,0.0,1.1,72.905,0.0,0.0
2352,0,0.0,0.0,1.5,71.87,0.0,0.0
2353,1,0.0,0.0,1.8,71.31,0.0,0.0
2354,2,0.0,0.0,1.95,67.94,0.0,0.0
2355,3,0.0,0.0,2.05,67.80000000000001,-1.0,0.0
2356,4,0.0,0.0,1.9,73.27000000000001,-1.0,0.0
2357,5,0.0,0.0,1.85,71.59,-1.5,0.0
2358,6,8.0,0.0,3.05,67.565,0.5,0.0375388416
2359,7,124.5,199.5,4.6,66.815,2.5,0.8563384700000001
2360,8,149.0,17.5,4.95,57.22,4.0,0.73667345325
2361,9,100.0,0.0,4.800000000000001,49.17,5.5,0.47155670585
2362,10,173.5,10.0,4.4,42.58,7.5,0.8515986842500001
2363,11,283.0,19.0,4.2,37.215,9.0,1.40288699725
2364,12,352.5,218.5,4.2,34.1,10.0,2.51953858675
2365,13,358.5,449.5,4.2,31.15,11.0,3.3898447320000002
2366,14,111.0,928.0,4.15,31.305,10.5,3.6666817635
2367,15,135.5,775.0,4.05,32.655,9.5,2.78229859125
2368,16,76.0,791.5,3.9,34.625,8.5,1.9565440164999999
2369,17,89.5,76.5,3.3,42.17,6.0,0.49501457554999995
2370,18,16.5,28.0,2.25,54.75,3.5,0.0914976582
2371,19,0.0,0.0,1.65,63.385000000000005,1.5,0.0
2372,20,0.0,0.0,1.3,64.02,0.5,0.0
2373,21,0.0,0.0,1.5,69.14500000000001,0.0,0.0
2374,22,0.0,0.0,1.9,69.745,0.0,0.0
2375,23,0.0,0.0,2.25,70.265,0.0,0.0
2376,0,0.0,0.0,2.45,70.44999999999999,0.0,0.0
2377,1,0.0,0.0,2.7,69.56,0.0,0.0
2378,2,0.0,0.0,3.05,73.515,0.0,0.0
2379,3,0.0,0.0,3.1500000000000004,72.275,0.0,0.0
2380,4,0.0,0.0,3.0,71.13,-1.0,0.0
2381,5,0.0,0.0,2.8499999999999996,67.72999999999999,-0.5,0.0
2382,6,44.0,345.5,3.05,59.4,3.0,0.44576034882500004
2383,7,68.5,706.0,2.4,43.65,6.5,1.405270169
2384,8,106.5,735.5,0.85,31.445,9.5,2.2497666525
2385,9,121.5,874.0,0.65,24.994999999999997,12.0,3.26312954725
2386,10,134.0,910.0,1.25,22.425,13.5,3.9081834595000005
2387,11,164.5,890.0,1.85,20.64,15.0,4.257645462
2388,12,133.0,943.5,2.4,19.785,15.0,4.38431921125
2389,13,389.5,87.0,2.6,21.115000000000002,15.0,2.1651827885
2390,14,124.0,4.0,2.1,23.82,14.5,0.5958382073999999
2391,15,197.5,13.5,1.05,27.735,12.5,0.9688455142500001
2392,16,107.0,35.0,0.3,34.715,11.5,0.581780286675
2393,17,30.5,0.0,0.4,49.08,9.5,0.14310339345
2394,18,9.0,0.0,0.55,60.335,7.5,0.042227831925
2395,19,0.0,0.0,1.05,63.455,5.5,0.0
2396,20,0.0,0.0,1.2,67.77,3.5,0.0
2397,21,0.0,0.0,1.45,66.41,3.0,0.0
2398,22,0.0,0.0,1.6,66.88,2.5,0.0
2399,23,0.0,0.0,1.75,64.84,2.0,0.0
2400,0,0.0,0.0,1.9,60.745000000000005,1.5,0.0
2401,1,0.0,0.0,1.85,57.455,1.0,0.0
2402,2,0.0,0.0,1.8,55.445,1.0,0.0
2403,3,0.0,0.0,1.75,54.555,1.0,0.0
2404,4,0.0,0.0,1.7,53.94,1.0,0.0
2405,5,0.0,0.0,1.65,52.47,1.5,0.0
2406,6,50.0,262.0,1.9000000000000001,48.03,5.0,0.42463611915
2407,7,94.5,529.5,2.5999999999999996,31.02,10.0,1.259767308
2408,8,128.0,675.5,2.0,21.08,13.5,2.2027513595
2409,9,228.5,562.5,1.6,17.275,15.5,2.8407582755
2410,10,340.5,462.0,1.35,15.895,17.0,3.27467901
2411,11,345.5,542.0,1.35,15.43,18.0,3.7461353114999993
2412,12,431.0,209.0,1.6,16.06,18.0,2.85710257325
2413,13,377.0,427.0,2.0,16.744999999999997,18.0,3.3989668545000002
2414,14,371.0,210.0,2.45,18.06,17.5,2.4559957205
2415,15,286.0,237.0,2.8,19.38,16.5,2.0079797810000004
2416,16,179.0,118.0,2.5,21.005,15.5,1.06499248075
2417,17,56.5,570.5,1.5499999999999998,37.04,13.0,0.9430338927499999
2418,18,16.0,158.0,1.2,50.22,9.5,0.150140102
2419,19,0.0,0.0,1.4,52.769999999999996,7.5,0.0
2420,20,0.0,0.0,1.5,54.81,6.5,0.0
2421,21,0.0,0.0,1.65,56.730000000000004,5.5,0.0
2422,22,0.0,0.0,1.85,56.465,5.0,0.0
2423,23,0.0,0.0,2.05,56.58,4.5,0.0
2424,0,0.0,0.0,2.2,57.05,4.0,0.0
2425,1,0.0,0.0,2.3,56.235,4.0,0.0
2426,2,0.0,0.0,2.3,56.465,3.5,0.0
2427,3,0.0,0.0,2.3,57.614999999999995,3.0,0.0
2428,4,0.0,0.0,2.3499999999999996,59.09,3.0,0.0
2429,5,0.0,0.0,2.8,58.305,4.0,0.0
2430,6,43.5,386.5,4.05,48.135000000000005,8.0,0.485617669225
2431,7,79.0,673.5,4.699999999999999,38.34,11.5,1.442727377
2432,8,106.5,787.0,4.55,29.175,14.0,2.4021360192500003
2433,9,131.5,837.0,4.300000000000001,27.564999999999998,15.0,3.2301806067499994
